Sikkim,3,Warm Water with Lemon (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Guava (1 medium),"Brown Rice (1/2 cup) + Fermented Soybean Curry (Kinema, 1 cup) + Steamed Mixed Vegetables (1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Noodles (small portion) with Chow-Chow Curry (Chayote, 1.5 cup)"
Sikkim,4,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with grated radish/carrot,Orange (1 medium),"Millets Pulao (1 cup) with Tofu/Soya Chunks + Iskebu Tarkari (Cucumber/Zucchini Curry, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),Steamed Fish (1 serving) with Sauteed Spinach and Garlic (1.5 cup)
Sikkim,5,Fenugreek Water (1 glass),"Buckwheat/Kodo Pancake (2, savory) with Green Chutney",Papaya (1 cup),"Brown Rice (1/2 cup) + Sishnu Soup (Nettle Soup, 1 bowl) + Aloo Tama (Bamboo Shoots with Potato, small portion)",Vegetable Clear Soup (1 bowl),Green Tea (1 cup),Whole Wheat/Kodo Roti (2) with Mixed Dal (1 cup)
Sikkim,6,Ginger-Turmeric Tea (1 cup),Vegetable Dalia (1 bowl),Apple (1 medium),Whole Wheat Roti (2) with Kinema Curry (1 cup) + Salad,Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),"Chicken/Vegetable Stew (Shapale style, steamed/baked, 1 serving) with Raw Vegetable Salad"
Sikkim,7,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Phagshapa (Pork substitute - Tofu/Mushroom Curry, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Steamed Vegetable Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,8,Fenugreek Water (1 glass),"Whole Wheat/Kodo Roti (Buckwheat, 2) with Boiled Egg White (2)",Apple (1 medium),"Brown Rice (1/2 cup) + Gundruk (Fermented leafy greens, 1 cup) + Phing (Glass Noodles, small portion with vegetables)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Steamed Chicken Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,9,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Mes Patta (Mustard Greens, 1 cup) + Thukpa (Vegetable/Clear Chicken Broth, 1 bowl)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with Green Peas
Sikkim,10,Warm Water with Lemon (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Guava (1 medium),"Brown Rice (1/2 cup) + Fermented Soybean Curry (Kinema, 1 cup) + Steamed Mixed Vegetables (1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Noodles (small portion) with Chow-Chow Curry (Chayote, 1.5 cup)"
Sikkim,11,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with grated radish/carrot,Orange (1 medium),"Millets Pulao (1 cup) with Tofu/Soya Chunks + Iskebu Tarkari (Cucumber/Zucchini Curry, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),Steamed Fish (1 serving) with Sauteed Spinach and Garlic (1.5 cup)
Sikkim,12,Fenugreek Water (1 glass),"Buckwheat/Kodo Pancake (2, savory) with Green Chutney",Papaya (1 cup),"Brown Rice (1/2 cup) + Sishnu Soup (Nettle Soup, 1 bowl) + Aloo Tama (Bamboo Shoots with Potato, small portion)",Vegetable Clear Soup (1 bowl),Green Tea (1 cup),Whole Wheat/Kodo Roti (2) with Mixed Dal (1 cup)
Sikkim,13,Ginger-Turmeric Tea (1 cup),Vegetable Dalia (1 bowl),Apple (1 medium),Whole Wheat Roti (2) with Kinema Curry (1 cup) + Salad,Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),"Chicken/Vegetable Stew (Shapale style, steamed/baked, 1 serving) with Raw Vegetable Salad"
Sikkim,14,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Phagshapa (Pork substitute - Tofu/Mushroom Curry, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Steamed Vegetable Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,15,Fenugreek Water (1 glass),"Whole Wheat/Kodo Roti (Buckwheat, 2) with Boiled Egg White (2)",Apple (1 medium),"Brown Rice (1/2 cup) + Gundruk (Fermented leafy greens, 1 cup) + Phing (Glass Noodles, small portion with vegetables)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Steamed Chicken Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,16,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Mes Patta (Mustard Greens, 1 cup) + Thukpa (Vegetable/Clear Chicken Broth, 1 bowl)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with Green Peas
Sikkim,17,Warm Water with Lemon (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Guava (1 medium),"Brown Rice (1/2 cup) + Fermented Soybean Curry (Kinema, 1 cup) + Steamed Mixed Vegetables (1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Noodles (small portion) with Chow-Chow Curry (Chayote, 1.5 cup)"
Sikkim,18,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with grated radish/carrot,Orange (1 medium),"Millets Pulao (1 cup) with Tofu/Soya Chunks + Iskebu Tarkari (Cucumber/Zucchini Curry, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),Steamed Fish (1 serving) with Sauteed Spinach and Garlic (1.5 cup)
Sikkim,19,Fenugreek Water (1 glass),"Buckwheat/Kodo Pancake (2, savory) with Green Chutney",Papaya (1 cup),"Brown Rice (1/2 cup) + Sishnu Soup (Nettle Soup, 1 bowl) + Aloo Tama (Bamboo Shoots with Potato, small portion)",Vegetable Clear Soup (1 bowl),Green Tea (1 cup),Whole Wheat/Kodo Roti (2) with Mixed Dal (1 cup)
Sikkim,20,Ginger-Turmeric Tea (1 cup),Vegetable Dalia (1 bowl),Apple (1 medium),Whole Wheat Roti (2) with Kinema Curry (1 cup) + Salad,Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),"Chicken/Vegetable Stew (Shapale style, steamed/baked, 1 serving) with Raw Vegetable Salad"
Sikkim,21,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Phagshapa (Pork substitute - Tofu/Mushroom Curry, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Steamed Vegetable Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,22,Fenugreek Water (1 glass),"Whole Wheat/Kodo Roti (Buckwheat, 2) with Boiled Egg White (2)",Apple (1 medium),"Brown Rice (1/2 cup) + Gundruk (Fermented leafy greens, 1 cup) + Phing (Glass Noodles, small portion with vegetables)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Steamed Chicken Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,23,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Mes Patta (Mustard Greens, 1 cup) + Thukpa (Vegetable/Clear Chicken Broth, 1 bowl)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with Green Peas
Sikkim,24,Warm Water with Lemon (1 glass),"Whole Wheat Veg Sandwich (2 slices, toasted)",Guava (1 medium),"Brown Rice (1/2 cup) + Fermented Soybean Curry (Kinema, 1 cup) + Steamed Mixed Vegetables (1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Noodles (small portion) with Chow-Chow Curry (Chayote, 1.5 cup)"
Sikkim,25,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with grated radish/carrot,Orange (1 medium),"Millets Pulao (1 cup) with Tofu/Soya Chunks + Iskebu Tarkari (Cucumber/Zucchini Curry, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),Steamed Fish (1 serving) with Sauteed Spinach and Garlic (1.5 cup)
Sikkim,26,Fenugreek Water (1 glass),"Buckwheat/Kodo Pancake (2, savory) with Green Chutney",Papaya (1 cup),"Brown Rice (1/2 cup) + Sishnu Soup (Nettle Soup, 1 bowl) + Aloo Tama (Bamboo Shoots with Potato, small portion)",Vegetable Clear Soup (1 bowl),Green Tea (1 cup),Whole Wheat/Kodo Roti (2) with Mixed Dal (1 cup)
Sikkim,27,Ginger-Turmeric Tea (1 cup),Vegetable Dalia (1 bowl),Apple (1 medium),Whole Wheat Roti (2) with Kinema Curry (1 cup) + Salad,Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),"Chicken/Vegetable Stew (Shapale style, steamed/baked, 1 serving) with Raw Vegetable Salad"
Sikkim,28,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Phagshapa (Pork substitute - Tofu/Mushroom Curry, 1 cup)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Steamed Vegetable Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,29,Fenugreek Water (1 glass),"Whole Wheat/Kodo Roti (Buckwheat, 2) with Boiled Egg White (2)",Apple (1 medium),"Brown Rice (1/2 cup) + Gundruk (Fermented leafy greens, 1 cup) + Phing (Glass Noodles, small portion with vegetables)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Steamed Chicken Momos (Whole wheat wrapper, 4 pieces) with Clear Soup"
Sikkim,30,Cinnamon Water (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Kodo (Finger Millet) Dhindo (1 cup) + Mes Patta (Mustard Greens, 1 cup) + Thukpa (Vegetable/Clear Chicken Broth, 1 bowl)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with Green Peas
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Tamil Nadu,1,Fenugreek Water (1 glass),"Whole Wheat Dosa (2, small) with Sambar (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Kootu (Lentil and veg stew, 1.5 cup) + Fish Curry (low oil, 1 serving)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Thakkali Curry (Tomato, 1 cup)"
Tamil Nadu,2,Cinnamon Water (1 glass),"Ragi/Kambu Dosa (2) with Thengai Chutney (Coconut, small portion)",Pear (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Brown Rice Idli (2) with Sambar (1 cup)
Tamil Nadu,3,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Brinjal Kottu (Eggplant, 1 cup) + Rasam (1 bowl)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Kuthiravali (Barnyard Millet) Upma (1 cup) with vegetables
Tamil Nadu,4,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with Mint Chutney,Orange (1 medium),"Brown Rice (1/2 cup) with Vendakkai Mor Kuzhambu (Ladyfinger, low fat, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Adai (Mixed lentil pancake, 2) with Sambar"
Tamil Nadu,5,Fenugreek Water (1 glass),Millets Idli (2) with Sambar,Papaya (1 cup),"Whole Wheat Roti (2) with Vazhakkai Curry (Raw Banana, moderate, 1 cup) + Boiled Egg White (2)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Millets Khichdi (1 cup) with Mixed Vegetables
Tamil Nadu,6,Ginger-Turmeric Tea (1 cup),"Quinoa Pongal (Savory, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Keerai Masiyal (Spinach/Greens, 1.5 cup) + Rasam (1 bowl)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Whole Wheat Chapati (2) with Mushroom/Soya Chettinad (low oil, 1 cup)"
Tamil Nadu,7,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Kuthiravali (Barnyard Millet) Rice (1/2 cup) with Pappu Charu (Dal and Tomato, 1 cup) + Steamed Beans/Carrots",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Dosa (2, small) with Sambar (1 cup)"
Tamil Nadu,8,Fenugreek Water (1 glass),"Whole Wheat Dosa (2, small) with Sambar (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Kootu (Lentil and veg stew, 1.5 cup) + Fish Curry (low oil, 1 serving)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Thakkali Curry (Tomato, 1 cup)"
Tamil Nadu,9,Cinnamon Water (1 glass),"Ragi/Kambu Dosa (2) with Thengai Chutney (Coconut, small portion)",Pear (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Brown Rice Idli (2) with Sambar (1 cup)
Tamil Nadu,10,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Brinjal Kottu (Eggplant, 1 cup) + Rasam (1 bowl)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Kuthiravali (Barnyard Millet) Upma (1 cup) with vegetables
Tamil Nadu,11,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with Mint Chutney,Orange (1 medium),"Brown Rice (1/2 cup) with Vendakkai Mor Kuzhambu (Ladyfinger, low fat, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Adai (Mixed lentil pancake, 2) with Sambar"
Tamil Nadu,12,Fenugreek Water (1 glass),Millets Idli (2) with Sambar,Papaya (1 cup),"Whole Wheat Roti (2) with Vazhakkai Curry (Raw Banana, moderate, 1 cup) + Boiled Egg White (2)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Millets Khichdi (1 cup) with Mixed Vegetables
Tamil Nadu,13,Ginger-Turmeric Tea (1 cup),"Quinoa Pongal (Savory, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Keerai Masiyal (Spinach/Greens, 1.5 cup) + Rasam (1 bowl)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Whole Wheat Chapati (2) with Mushroom/Soya Chettinad (low oil, 1 cup)"
Tamil Nadu,14,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Kuthiravali (Barnyard Millet) Rice (1/2 cup) with Pappu Charu (Dal and Tomato, 1 cup) + Steamed Beans/Carrots",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Dosa (2, small) with Sambar (1 cup)"
Tamil Nadu,15,Fenugreek Water (1 glass),"Whole Wheat Dosa (2, small) with Sambar (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Kootu (Lentil and veg stew, 1.5 cup) + Fish Curry (low oil, 1 serving)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Thakkali Curry (Tomato, 1 cup)"
Tamil Nadu,16,Cinnamon Water (1 glass),"Ragi/Kambu Dosa (2) with Thengai Chutney (Coconut, small portion)",Pear (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Brown Rice Idli (2) with Sambar (1 cup)
Tamil Nadu,17,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Brinjal Kottu (Eggplant, 1 cup) + Rasam (1 bowl)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Kuthiravali (Barnyard Millet) Upma (1 cup) with vegetables
Tamil Nadu,18,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with Mint Chutney,Orange (1 medium),"Brown Rice (1/2 cup) with Vendakkai Mor Kuzhambu (Ladyfinger, low fat, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Adai (Mixed lentil pancake, 2) with Sambar"
Tamil Nadu,19,Fenugreek Water (1 glass),Millets Idli (2) with Sambar,Papaya (1 cup),"Whole Wheat Roti (2) with Vazhakkai Curry (Raw Banana, moderate, 1 cup) + Boiled Egg White (2)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Millets Khichdi (1 cup) with Mixed Vegetables
Tamil Nadu,20,Ginger-Turmeric Tea (1 cup),"Quinoa Pongal (Savory, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Keerai Masiyal (Spinach/Greens, 1.5 cup) + Rasam (1 bowl)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Whole Wheat Chapati (2) with Mushroom/Soya Chettinad (low oil, 1 cup)"
Tamil Nadu,21,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Kuthiravali (Barnyard Millet) Rice (1/2 cup) with Pappu Charu (Dal and Tomato, 1 cup) + Steamed Beans/Carrots",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Dosa (2, small) with Sambar (1 cup)"
Tamil Nadu,22,Fenugreek Water (1 glass),"Whole Wheat Dosa (2, small) with Sambar (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Kootu (Lentil and veg stew, 1.5 cup) + Fish Curry (low oil, 1 serving)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Thakkali Curry (Tomato, 1 cup)"
Tamil Nadu,23,Cinnamon Water (1 glass),"Ragi/Kambu Dosa (2) with Thengai Chutney (Coconut, small portion)",Pear (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Brown Rice Idli (2) with Sambar (1 cup)
Tamil Nadu,24,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped nuts,Guava (1 medium),"Whole Wheat Roti (2) with Brinjal Kottu (Eggplant, 1 cup) + Rasam (1 bowl)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Kuthiravali (Barnyard Millet) Upma (1 cup) with vegetables
Tamil Nadu,25,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with Mint Chutney,Orange (1 medium),"Brown Rice (1/2 cup) with Vendakkai Mor Kuzhambu (Ladyfinger, low fat, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Adai (Mixed lentil pancake, 2) with Sambar"
Tamil Nadu,26,Fenugreek Water (1 glass),Millets Idli (2) with Sambar,Papaya (1 cup),"Whole Wheat Roti (2) with Vazhakkai Curry (Raw Banana, moderate, 1 cup) + Boiled Egg White (2)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Millets Khichdi (1 cup) with Mixed Vegetables
Tamil Nadu,27,Ginger-Turmeric Tea (1 cup),"Quinoa Pongal (Savory, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Keerai Masiyal (Spinach/Greens, 1.5 cup) + Rasam (1 bowl)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),"Whole Wheat Chapati (2) with Mushroom/Soya Chettinad (low oil, 1 cup)"
Tamil Nadu,28,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Kuthiravali (Barnyard Millet) Rice (1/2 cup) with Pappu Charu (Dal and Tomato, 1 cup) + Steamed Beans/Carrots",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Whole Wheat Dosa (2, small) with Sambar (1 cup)"
Tamil Nadu,29,Fenugreek Water (1 glass),"Whole Wheat Dosa (2, small) with Sambar (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) with Kootu (Lentil and veg stew, 1.5 cup) + Fish Curry (low oil, 1 serving)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Thakkali Curry (Tomato, 1 cup)"
Tamil Nadu,30,Cinnamon Water (1 glass),"Ragi/Kambu Dosa (2) with Thengai Chutney (Coconut, small portion)",Pear (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Brown Rice Idli (2) with Sambar (1 cup)
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Telangana,1,Fenugreek Water (1 glass),"Jonna Rotte (Jowar Roti, 2) with Tomato Palem (Stew/Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Pappu (Plain Dal, 1 cup) + Gongura Kura (Sorrel leaf, low oil, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Ragi Sankati/Muddha (Ragi Ball, 1 small) with Mushroom/Soya Iguru (Dry fry, 1 cup)"
Telangana,2,Cinnamon Water (1 glass),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney",Pear (1 medium),"Jowar Rotte (2) with Bendakaya Pulusu (Ladyfinger tangy curry, 1.5 cup) + Salad",Handful of Almonds (5-6),Green Tea (1 cup),"Bajra/Sajja Rotte (2) with Chicken/Fish Pulusu (lean protein, 1 cup)"
Telangana,3,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Kandi Pappu (Toor Dal, 1 cup) + Vankaya Kura (Brinjal, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with Onion and Tomato
Telangana,4,Bitter Gourd Juice (1 glass),"Dibba Roti (Millets/Whole Wheat version, 1 piece) with Sambar",Orange (1 medium),Jowar Rotte (2) with Mixed Vegetable Sambhar/Pulusu (1.5 cup) + Boiled Egg White (2),Roasted Makhana (1/2 cup),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Telangana,5,Fenugreek Water (1 glass),Moong Dal Cheela (2) with grated carrot/beans,Papaya (1 cup),"Brown Rice (1/2 cup) + Beerakaya Pappu (Ridge Gourd Dal, 1 cup) + Aaku Kura (Any green leaf dry curry, 1 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),"Jowar Rotte (2) with Tofu/Soya Fry (low oil, 1 cup)"
Telangana,6,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Coconut Chutney (small portion),Apple (1 medium),"Bajra Rotte (2) with Chikkudukaya Kura (Broad Beans, 1.5 cup) + Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Pulao (1 cup) with only vegetables
Telangana,7,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Brown Rice (1/2 cup) + Gongura Pappu (Sorrel Dal, 1 cup) + Steamed Mixed Vegetables",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney"
Telangana,8,Fenugreek Water (1 glass),"Jonna Rotte (Jowar Roti, 2) with Tomato Palem (Stew/Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Pappu (Plain Dal, 1 cup) + Gongura Kura (Sorrel leaf, low oil, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Ragi Sankati/Muddha (Ragi Ball, 1 small) with Mushroom/Soya Iguru (Dry fry, 1 cup)"
Telangana,9,Cinnamon Water (1 glass),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney",Pear (1 medium),"Jowar Rotte (2) with Bendakaya Pulusu (Ladyfinger tangy curry, 1.5 cup) + Salad",Handful of Almonds (5-6),Green Tea (1 cup),"Bajra/Sajja Rotte (2) with Chicken/Fish Pulusu (lean protein, 1 cup)"
Telangana,10,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Kandi Pappu (Toor Dal, 1 cup) + Vankaya Kura (Brinjal, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with Onion and Tomato
Telangana,11,Bitter Gourd Juice (1 glass),"Dibba Roti (Millets/Whole Wheat version, 1 piece) with Sambar",Orange (1 medium),Jowar Rotte (2) with Mixed Vegetable Sambhar/Pulusu (1.5 cup) + Boiled Egg White (2),Roasted Makhana (1/2 cup),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Telangana,12,Fenugreek Water (1 glass),Moong Dal Cheela (2) with grated carrot/beans,Papaya (1 cup),"Brown Rice (1/2 cup) + Beerakaya Pappu (Ridge Gourd Dal, 1 cup) + Aaku Kura (Any green leaf dry curry, 1 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),"Jowar Rotte (2) with Tofu/Soya Fry (low oil, 1 cup)"
Telangana,13,Ginger-Turmeric Tea (1 cup),Ragi Idli (2) with Coconut Chutney (small portion),Apple (1 medium),"Bajra Rotte (2) with Chikkudukaya Kura (Broad Beans, 1.5 cup) + Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Millets Pulao (1 cup) with only vegetables
Telangana,14,Cinnamon Water (1 glass),Whole Wheat Roti (2) with Egg White Bhurji (1/2 cup),Pear (1 medium),"Brown Rice (1/2 cup) + Gongura Pappu (Sorrel Dal, 1 cup) + Steamed Mixed Vegetables",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney"
Telangana,15,Fenugreek Water (1 glass),"Jonna Rotte (Jowar Roti, 2) with Tomato Palem (Stew/Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Pappu (Plain Dal, 1 cup) + Gongura Kura (Sorrel leaf, low oil, 1 cup)",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Ragi Sankati/Muddha (Ragi Ball, 1 small) with Mushroom/Soya Iguru (Dry fry, 1 cup)"
Telangana,16,Cinnamon Water (1 glass),"Pesarattu (Whole Moong Dal Dosa, 2) with Ginger Chutney",Pear (1 medium),"Jowar Rotte (2) with Bendakaya Pulusu (Ladyfinger tangy curry, 1.5 cup) + Salad",Handful of Almonds (5-6),Green Tea (1 cup),"Bajra/Sajja Rotte (2) with Chicken/Fish Pulusu (lean protein, 1 cup)"
Telangana,17,Warm Water with Lemon (1 glass),Oats Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Kandi Pappu (Toor Dal, 1 cup) + Vankaya Kura (Brinjal, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with Onion and Tomato
Telangana,18,Bitter Gourd Juice (1 glass),"Dibba Roti (Millets/Whole Wheat version, 1 piece) with Sambar",Orange (1 medium),Jowar Rotte (2) with Mixed Vegetable Sambhar/Pulusu (1.5 cup) + Boiled Egg White (2),Roasted Makhana (1/2 cup),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Telangana,19,Fenugreek Water (1 glass),Moong Dal Cheela (2) with grated carrot/beans,Papaya (1 cup),"Brown Rice (1/2 cup) + Beerakaya Pappu (Ridge Gourd Dal, 1 cup) + Aaku Kura (Any green leaf dry curry, 1 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),"Jowar Rotte (2) with Tofu/Soya Fry (low oil, 1 cup)"
